
Time Stamp,Location,Radius,Time Elapsed,# of Outputs,Exception Thrown
2018-06-28 13:32:40.536042,Location 11,4500,0.9170949459075928,5,False
2018-06-28 13:32:41.453971,Location 12,4500,1.193742036819458,0,False
2018-06-28 13:32:42.647788,Location 13,4500,0.8222320079803467,0,False
2018-06-28 13:32:43.470116,Location 14,4500,0.8624541759490967,7,False
2018-06-28 13:32:44.333750,Location 1,4750,0.9490549564361572,16,False
2018-06-28 13:32:45.284657,Location 2,4750,0.8769478797912598,0,False
2018-06-28 13:32:46.161699,Location 3,4750,0.8655717372894287,1,False
2018-06-28 13:32:47.028102,Location 4,4750,0.9034030437469482,4,False
2018-06-28 13:32:47.932295,Location 5,4750,0.8816242218017578,5,False
2018-06-28 13:32:48.814738,Location 6,4750,0.9050350189208984,6,False
2018-06-28 13:32:49.720607,Location 7,4750,0.9232139587402344,1,False
2018-06-28 13:32:50.643918,Location 8,4750,0.9111628532409668,5,False
2018-06-28 13:32:51.556376,Location 9,4750,0.8520269393920898,5,False
2018-06-28 13:32:52.409214,Location 10,4750,1.687903881072998,6,False
2018-06-28 13:32:54.098024,Location 11,4750,0.9151921272277832,5,False
2018-06-28 13:32:55.014289,Location 12,4750,0.8625850677490234,0,False
2018-06-28 13:32:55.876966,Location 13,4750,1.6383233070373535,0,False
2018-06-28 13:32:57.515357,Location 14,4750,0.89109206199646,7,False
2018-06-28 13:32:58.407711,Location 1,5000,1.1276607513427734,16,False
2018-06-28 13:32:59.537199,Location 2,5000,1.021540641784668,0,False
2018-06-28 13:33:00.558828,Location 3,5000,0.9751019477844238,1,False
2018-06-28 13:33:01.534714,Location 4,5000,0.9685201644897461,4,False
2018-06-28 13:33:02.504039,Location 5,5000,0.9990708827972412,6,False
2018-06-28 13:33:03.504060,Location 6,5000,0.9462571144104004,6,False
2018-06-28 13:33:04.451267,Location 7,5000,1.2270207405090332,1,False
2018-06-28 13:33:05.678389,Location 8,5000,1.078240156173706,5,False
2018-06-28 13:33:06.757661,Location 9,5000,0.8885431289672852,6,False
2018-06-28 13:33:07.647108,Location 10,5000,1.0002260208129883,6,False
2018-06-28 13:33:08.648016,Location 11,5000,1.0400278568267822,5,False
2018-06-28 13:33:09.688905,Location 12,5000,1.095080852508545,0,False
2018-06-28 13:33:10.784051,Location 13,5000,1.0068211555480957,0,False
2018-06-28 13:33:11.790968,Location 14,5000,0.9140501022338867,7,False
2018-06-28 13:33:12.706047,Location 1,5250,0.9375290870666504,17,False
2018-06-28 13:33:13.645140,Location 2,5250,2.0526540279388428,0,False
2018-06-28 13:33:15.697894,Location 3,5250,0.8381459712982178,1,False
2018-06-28 13:33:16.536910,Location 4,5250,0.8947432041168213,4,False
2018-06-28 13:33:17.432526,Location 5,5250,0.9461820125579834,8,False
2018-06-28 13:33:18.380091,Location 6,5250,0.8981690406799316,6,False
2018-06-28 13:33:19.279124,Location 7,5250,0.9053881168365479,2,False
2018-06-28 13:33:20.185270,Location 8,5250,0.892427921295166,5,False
2018-06-28 13:33:21.079373,Location 9,5250,0.8796329498291016,6,False
2018-06-28 13:33:21.959882,Location 10,5250,0.9247009754180908,7,False
2018-06-28 13:33:22.885439,Location 11,5250,0.8579189777374268,5,False
2018-06-28 13:33:23.744132,Location 12,5250,0.8785238265991211,0,False
2018-06-28 13:33:24.622728,Location 13,5250,1.1296141147613525,0,False
2018-06-28 13:33:25.752409,Location 14,5250,1.0208778381347656,7,False
2018-06-28 13:33:26.774472,Location 1,5500,1.1253912448883057,17,False
2018-06-28 13:33:27.901734,Location 2,5500,1.1236920356750488,0,False
2018-06-28 13:33:29.025510,Location 3,5500,1.0231709480285645,1,False
2018-06-28 13:33:30.049392,Location 4,5500,0.852532148361206,4,False
2018-06-28 13:33:30.902803,Location 5,5500,0.8891489505767822,8,False
2018-06-28 13:33:31.793237,Location 6,5500,1.0920586585998535,6,False
2018-06-28 13:33:32.886160,Location 7,5500,0.8598260879516602,3,False
2018-06-28 13:33:33.746696,Location 8,5500,1.0126111507415771,5,False
2018-06-28 13:33:34.760561,Location 9,5500,1.1255950927734375,6,False
2018-06-28 13:33:35.886859,Location 10,5500,1.02565598487854,8,False
2018-06-28 13:33:36.913467,Location 11,5500,1.1603341102600098,6,False
2018-06-28 13:33:38.074605,Location 12,5500,0.8867039680480957,0,False
2018-06-28 13:33:38.961392,Location 13,5500,0.863253116607666,0,False
2018-06-28 13:33:39.824712,Location 14,5500,0.9778420925140381,7,False
2018-06-28 13:33:40.803741,Location 1,5750,0.9815559387207031,17,False
2018-06-28 13:33:41.787176,Location 2,5750,0.8452200889587402,0,False
2018-06-28 13:33:42.632476,Location 3,5750,1.0371739864349365,1,False
2018-06-28 13:33:43.670656,Location 4,5750,0.9445829391479492,4,False
2018-06-28 13:33:44.615914,Location 5,5750,0.9984710216522217,8,False
2018-06-28 13:33:45.615532,Location 6,5750,1.1256840229034424,6,False
2018-06-28 13:33:46.742075,Location 7,5750,0.8647720813751221,4,False
2018-06-28 13:33:47.607653,Location 8,5750,0.951977014541626,5,False
2018-06-28 13:33:48.560896,Location 9,5750,1.075535774230957,6,False
2018-06-28 13:33:49.637430,Location 10,5750,0.9272410869598389,8,False
2018-06-28 13:33:50.565542,Location 11,5750,0.9439496994018555,6,False
2018-06-28 13:33:51.510305,Location 12,5750,0.9300189018249512,0,False
2018-06-28 13:33:52.440398,Location 13,5750,0.9292607307434082,0,False
2018-06-28 13:33:53.369726,Location 14,5750,0.8695001602172852,8,False
2018-06-28 13:33:54.240435,Location 1,6000,0.9196100234985352,17,False
2018-06-28 13:33:55.161852,Location 2,6000,1.0002529621124268,1,False
2018-06-28 13:33:56.162206,Location 3,6000,1.163295030593872,1,False
2018-06-28 13:33:57.326232,Location 4,6000,0.9113349914550781,5,False
2018-06-28 13:33:58.238364,Location 5,6000,0.9021060466766357,9,False
2018-06-28 13:33:59.141851,Location 6,6000,0.8854920864105225,6,False
2018-06-28 13:34:00.028269,Location 7,6000,1.048341989517212,4,False
2018-06-28 13:34:01.077420,Location 8,6000,1.0237131118774414,5,False
2018-06-28 13:34:02.102632,Location 9,6000,1.0217030048370361,8,False
2018-06-28 13:34:03.125680,Location 10,6000,0.9201130867004395,8,False
2018-06-28 13:34:04.046622,Location 11,6000,1.0244500637054443,7,False
2018-06-28 13:34:05.071929,Location 12,6000,1.1258728504180908,0,False
2018-06-28 13:34:06.197879,Location 13,6000,0.9213290214538574,0,False
2018-06-28 13:34:07.119289,Location 14,6000,0.9218661785125732,10,False
2018-06-28 13:34:08.052291,Location 1,6250,1.115149974822998,18,False
2018-06-28 13:34:09.169310,Location 2,6250,1.5333991050720215,1,False
2018-06-28 13:34:10.702820,Location 3,6250,0.9651730060577393,3,False
2018-06-28 13:34:11.669379,Location 4,6250,1.4383599758148193,5,False
2018-06-28 13:34:13.108608,Location 5,6250,0.9738078117370605,10,False
2018-06-28 13:34:14.083715,Location 6,6250,1.123351812362671,6,False
2018-06-28 13:34:15.207836,Location 7,6250,0.9227931499481201,4,False
2018-06-28 13:34:16.131442,Location 8,6250,0.9225971698760986,5,False
2018-06-28 13:34:17.055288,Location 9,6250,1.1221299171447754,8,False
2018-06-28 13:34:18.178658,Location 10,6250,0.9202086925506592,8,False
2018-06-28 13:34:19.099792,Location 11,6250,0.920551061630249,8,False
2018-06-28 13:34:20.021150,Location 12,6250,1.1255240440368652,0,False
2018-06-28 13:34:21.146772,Location 13,6250,1.0251460075378418,0,False
2018-06-28 13:34:22.171985,Location 14,6250,1.1266412734985352,10,False
2018-06-28 13:34:23.299848,Location 1,6500,0.9218649864196777,18,False
2018-06-28 13:34:24.223943,Location 2,6500,0.920302152633667,1,False
2018-06-28 13:34:25.144359,Location 3,6500,0.9655539989471436,5,False
2018-06-28 13:34:26.111594,Location 4,6500,0.9218900203704834,6,False
2018-06-28 13:34:27.034323,Location 5,6500,0.9125921726226807,10,False
2018-06-28 13:34:27.948378,Location 6,6500,1.7110729217529297,6,False
2018-06-28 13:34:29.660268,Location 7,6500,1.1128101348876953,5,False
2018-06-28 13:34:30.773940,Location 8,6500,0.9143340587615967,5,False
2018-06-28 13:34:31.689855,Location 9,6500,0.9272539615631104,8,False
2018-06-28 13:34:32.618463,Location 10,6500,0.8983240127563477,8,False
2018-06-28 13:34:33.517614,Location 11,6500,0.9189388751983643,8,False
2018-06-28 13:34:34.437410,Location 12,6500,0.8693859577178955,0,False
2018-06-28 13:34:35.306890,Location 13,6500,1.8141508102416992,0,False
2018-06-28 13:34:37.121115,Location 14,6500,1.2291462421417236,10,False
2018-06-28 13:34:38.351470,Location 1,6750,0.9995372295379639,19,False
2018-06-28 13:34:39.353113,Location 2,6750,1.1487598419189453,1,False
2018-06-28 13:34:40.501984,Location 3,6750,1.0652649402618408,6,False
2018-06-28 13:34:41.569118,Location 4,6750,0.9187579154968262,6,False
2018-06-28 13:34:42.488760,Location 5,6750,0.9218361377716064,10,False
2018-06-28 13:34:43.412054,Location 6,6750,0.92458176612854,6,False
2018-06-28 13:34:44.337504,Location 7,6750,1.3982200622558594,5,False
2018-06-28 13:34:45.736568,Location 8,6750,0.8583588600158691,5,False
2018-06-28 13:34:46.596173,Location 9,6750,1.0743188858032227,9,False
2018-06-28 13:34:47.671922,Location 10,6750,1.023132085800171,8,False
2018-06-28 13:34:48.695950,Location 11,6750,1.0226390361785889,9,False
2018-06-28 13:34:49.719645,Location 12,6750,1.1246790885925293,0,False
